DATA,INVASORA,TIPO DE FOLHA,QUANTIDADE,PESO VERDE (g),PESO SECO (g),COLETA DA AMOSTRA,PLANTAÇÃO,PASTO,Nº DE QUADROS,ÁREA DO QUADRO (m²),ÁREA TOTAL (m²),ANO,PRESSÃO (hPa),TEMPERATURA MÉDIA (°C),TEMPERATURA MÁXIMA (°C),TEMPERATURA MÍNIMA (°C),UMIDADE RELATIVA (%),VELOCIDADE DO VENTO (m/s),DIREÇÃO DO VENTO (°),PRECIPITAÇÃO (mm),control_index,PROFUNDIDADE (cm),pH (H20),H+Al (cmolc/dm3),Al (cmolc/dm3),Ca (cmolc/dm3),Mg (cmolc/dm3),K (mg/dm3),P (mg/dm3),M.O. (dag/kg),SB (cmolc/dm3),CTC (cmolc/dm3),V (%),Sat.Al (%),B (mg/dm3),Zn (mg/dm3),Cu (mg/dm3),Mn (mg/dm3),Fe (mg/dm3),Ca/Mg (cmolc/dm3),Ca/K (cmolc/mg),Mg/K (cmolc/mg),Ca+Mg/K (cmolc/mg)
2018-10-15,beldroega,2.0,5,28.075,11.23,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,178,2,5.3,9.11,0.29,3.85,0.49,138.3,14.24,4.28,4.69,13.8,34.0,5.82,0.16,19.9,0.36,7.78,28.15,7.86,0.03,0.004,0.03
2018-10-15,beldroega,2.0,5,28.075,11.23,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,178,4,5.4,8.76,0.34,3.55,0.35,89.37,4.37,4.28,4.13,12.89,32.03,7.61,0.16,35.91,0.38,8.21,25.69,10.14,0.04,0.004,0.04
2018-10-15,beldroega,2.0,5,28.075,11.23,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,178,6,5.3,8.41,0.31,3.02,0.31,86.85,4.71,4.28,3.55,11.96,29.7,8.03,0.16,78.54,0.42,6.84,24.7,9.74,0.03,0.004,0.04
2018-10-15,buva,2.0,3,110.275,44.11,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,179,0,5.2,9.31,0.17,4.67,0.75,206.3,30.23,4.28,5.95,15.26,38.98,2.78,0.16,14.83,0.41,10.17,31.03,6.23,0.02,0.004,0.03
2018-10-15,buva,2.0,3,110.275,44.11,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,179,2,5.3,9.11,0.29,3.85,0.49,138.3,14.24,4.28,4.69,13.8,34.0,5.82,0.16,19.9,0.36,7.78,28.15,7.86,0.03,0.004,0.03
2018-10-15,buva,2.0,3,110.275,44.11,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,179,4,5.4,8.76,0.34,3.55,0.35,89.37,4.37,4.28,4.13,12.89,32.03,7.61,0.16,35.91,0.38,8.21,25.69,10.14,0.04,0.004,0.04
2018-10-15,buva,2.0,3,110.275,44.11,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,179,6,5.3,8.41,0.31,3.02,0.31,86.85,4.71,4.28,3.55,11.96,29.7,8.03,0.16,78.54,0.42,6.84,24.7,9.74,0.03,0.004,0.04
2018-10-15,capim guiné,1.0,18,49.375,19.75,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,180,0,5.2,9.31,0.17,4.67,0.75,206.3,30.23,4.28,5.95,15.26,38.98,2.78,0.16,14.83,0.41,10.17,31.03,6.23,0.02,0.004,0.03
2018-10-15,capim guiné,1.0,18,49.375,19.75,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,180,2,5.3,9.11,0.29,3.85,0.49,138.3,14.24,4.28,4.69,13.8,34.0,5.82,0.16,19.9,0.36,7.78,28.15,7.86,0.03,0.004,0.03
2018-10-15,capim guiné,1.0,18,49.375,19.75,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,180,4,5.4,8.76,0.34,3.55,0.35,89.37,4.37,4.28,4.13,12.89,32.03,7.61,0.16,35.91,0.38,8.21,25.69,10.14,0.04,0.004,0.04
2018-10-15,capim guiné,1.0,18,49.375,19.75,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,180,6,5.3,8.41,0.31,3.02,0.31,86.85,4.71,4.28,3.55,11.96,29.7,8.03,0.16,78.54,0.42,6.84,24.7,9.74,0.03,0.004,0.04
2018-10-15,caruru,2.0,12,22.375,8.95,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,181,0,5.2,9.31,0.17,4.67,0.75,206.3,30.23,4.28,5.95,15.26,38.98,2.78,0.16,14.83,0.41,10.17,31.03,6.23,0.02,0.004,0.03
2018-10-15,caruru,2.0,12,22.375,8.95,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,181,2,5.3,9.11,0.29,3.85,0.49,138.3,14.24,4.28,4.69,13.8,34.0,5.82,0.16,19.9,0.36,7.78,28.15,7.86,0.03,0.004,0.03
2018-10-15,caruru,2.0,12,22.375,8.95,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,181,4,5.4,8.76,0.34,3.55,0.35,89.37,4.37,4.28,4.13,12.89,32.03,7.61,0.16,35.91,0.38,8.21,25.69,10.14,0.04,0.004,0.04
2018-10-15,caruru,2.0,12,22.375,8.95,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,181,6,5.3,8.41,0.31,3.02,0.31,86.85,4.71,4.28,3.55,11.96,29.7,8.03,0.16,78.54,0.42,6.84,24.7,9.74,0.03,0.004,0.04
2018-10-15,corda de viola,2.0,7,65.875,26.35,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,182,0,5.2,9.31,0.17,4.67,0.75,206.3,30.23,4.28,5.95,15.26,38.98,2.78,0.16,14.83,0.41,10.17,31.03,6.23,0.02,0.004,0.03
2018-10-15,corda de viola,2.0,7,65.875,26.35,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,182,2,5.3,9.11,0.29,3.85,0.49,138.3,14.24,4.28,4.69,13.8,34.0,5.82,0.16,19.9,0.36,7.78,28.15,7.86,0.03,0.004,0.03
2018-10-15,corda de viola,2.0,7,65.875,26.35,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,182,4,5.4,8.76,0.34,3.55,0.35,89.37,4.37,4.28,4.13,12.89,32.03,7.61,0.16,35.91,0.38,8.21,25.69,10.14,0.04,0.004,0.04
2018-10-15,corda de viola,2.0,7,65.875,26.35,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,182,6,5.3,8.41,0.31,3.02,0.31,86.85,4.71,4.28,3.55,11.96,29.7,8.03,0.16,78.54,0.42,6.84,24.7,9.74,0.03,0.004,0.04
2018-10-15,cordão de frade,2.0,4,23.675,9.47,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,183,0,5.2,9.31,0.17,4.67,0.75,206.3,30.23,4.28,5.95,15.26,38.98,2.78,0.16,14.83,0.41,10.17,31.03,6.23,0.02,0.004,0.03
2018-10-15,cordão de frade,2.0,4,23.675,9.47,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,183,2,5.3,9.11,0.29,3.85,0.49,138.3,14.24,4.28,4.69,13.8,34.0,5.82,0.16,19.9,0.36,7.78,28.15,7.86,0.03,0.004,0.03
2018-10-15,cordão de frade,2.0,4,23.675,9.47,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,183,4,5.4,8.76,0.34,3.55,0.35,89.37,4.37,4.28,4.13,12.89,32.03,7.61,0.16,35.91,0.38,8.21,25.69,10.14,0.04,0.004,0.04
2018-10-15,cordão de frade,2.0,4,23.675,9.47,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,183,6,5.3,8.41,0.31,3.02,0.31,86.85,4.71,4.28,3.55,11.96,29.7,8.03,0.16,78.54,0.42,6.84,24.7,9.74,0.03,0.004,0.04
2018-10-15,fedegoso,2.0,2,21.775,8.71,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,184,0,5.2,9.31,0.17,4.67,0.75,206.3,30.23,4.28,5.95,15.26,38.98,2.78,0.16,14.83,0.41,10.17,31.03,6.23,0.02,0.004,0.03
2018-10-15,fedegoso,2.0,2,21.775,8.71,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,184,2,5.3,9.11,0.29,3.85,0.49,138.3,14.24,4.28,4.69,13.8,34.0,5.82,0.16,19.9,0.36,7.78,28.15,7.86,0.03,0.004,0.03
2018-10-15,fedegoso,2.0,2,21.775,8.71,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,184,4,5.4,8.76,0.34,3.55,0.35,89.37,4.37,4.28,4.13,12.89,32.03,7.61,0.16,35.91,0.38,8.21,25.69,10.14,0.04,0.004,0.04
2018-10-15,fedegoso,2.0,2,21.775,8.71,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,184,6,5.3,8.41,0.31,3.02,0.31,86.85,4.71,4.28,3.55,11.96,29.7,8.03,0.16,78.54,0.42,6.84,24.7,9.74,0.03,0.004,0.04
2018-10-15,guanxuma,2.0,2,36.275,14.51,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,185,0,5.2,9.31,0.17,4.67,0.75,206.3,30.23,4.28,5.95,15.26,38.98,2.78,0.16,14.83,0.41,10.17,31.03,6.23,0.02,0.004,0.03
2018-10-15,guanxuma,2.0,2,36.275,14.51,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,185,2,5.3,9.11,0.29,3.85,0.49,138.3,14.24,4.28,4.69,13.8,34.0,5.82,0.16,19.9,0.36,7.78,28.15,7.86,0.03,0.004,0.03
2018-10-15,guanxuma,2.0,2,36.275,14.51,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,185,4,5.4,8.76,0.34,3.55,0.35,89.37,4.37,4.28,4.13,12.89,32.03,7.61,0.16,35.91,0.38,8.21,25.69,10.14,0.04,0.004,0.04
2018-10-15,guanxuma,2.0,2,36.275,14.51,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,185,6,5.3,8.41,0.31,3.02,0.31,86.85,4.71,4.28,3.55,11.96,29.7,8.03,0.16,78.54,0.42,6.84,24.7,9.74,0.03,0.004,0.04
2018-10-15,leiteiro,2.0,4,39.35,15.74,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,186,0,5.2,9.31,0.17,4.67,0.75,206.3,30.23,4.28,5.95,15.26,38.98,2.78,0.16,14.83,0.41,10.17,31.03,6.23,0.02,0.004,0.03
2018-10-15,leiteiro,2.0,4,39.35,15.74,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,186,2,5.3,9.11,0.29,3.85,0.49,138.3,14.24,4.28,4.69,13.8,34.0,5.82,0.16,19.9,0.36,7.78,28.15,7.86,0.03,0.004,0.03
2018-10-15,leiteiro,2.0,4,39.35,15.74,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,186,4,5.4,8.76,0.34,3.55,0.35,89.37,4.37,4.28,4.13,12.89,32.03,7.61,0.16,35.91,0.38,8.21,25.69,10.14,0.04,0.004,0.04
2018-10-15,leiteiro,2.0,4,39.35,15.74,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,186,6,5.3,8.41,0.31,3.02,0.31,86.85,4.71,4.28,3.55,11.96,29.7,8.03,0.16,78.54,0.42,6.84,24.7,9.74,0.03,0.004,0.04
2018-10-15,picão,2.0,4,5.475,2.19,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,187,0,5.2,9.31,0.17,4.67,0.75,206.3,30.23,4.28,5.95,15.26,38.98,2.78,0.16,14.83,0.41,10.17,31.03,6.23,0.02,0.004,0.03
2018-10-15,picão,2.0,4,5.475,2.19,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,187,2,5.3,9.11,0.29,3.85,0.49,138.3,14.24,4.28,4.69,13.8,34.0,5.82,0.16,19.9,0.36,7.78,28.15,7.86,0.03,0.004,0.03
2018-10-15,picão,2.0,4,5.475,2.19,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,187,4,5.4,8.76,0.34,3.55,0.35,89.37,4.37,4.28,4.13,12.89,32.03,7.61,0.16,35.91,0.38,8.21,25.69,10.14,0.04,0.004,0.04
2018-10-15,picão,2.0,4,5.475,2.19,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,187,6,5.3,8.41,0.31,3.02,0.31,86.85,4.71,4.28,3.55,11.96,29.7,8.03,0.16,78.54,0.42,6.84,24.7,9.74,0.03,0.004,0.04
2018-10-15,poaia,2.0,4,48.725,19.49,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,188,0,5.2,9.31,0.17,4.67,0.75,206.3,30.23,4.28,5.95,15.26,38.98,2.78,0.16,14.83,0.41,10.17,31.03,6.23,0.02,0.004,0.03
2018-10-15,poaia,2.0,4,48.725,19.49,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,188,2,5.3,9.11,0.29,3.85,0.49,138.3,14.24,4.28,4.69,13.8,34.0,5.82,0.16,19.9,0.36,7.78,28.15,7.86,0.03,0.004,0.03
2018-10-15,poaia,2.0,4,48.725,19.49,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,188,4,5.4,8.76,0.34,3.55,0.35,89.37,4.37,4.28,4.13,12.89,32.03,7.61,0.16,35.91,0.38,8.21,25.69,10.14,0.04,0.004,0.04
2018-10-15,poaia,2.0,4,48.725,19.49,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,188,6,5.3,8.41,0.31,3.02,0.31,86.85,4.71,4.28,3.55,11.96,29.7,8.03,0.16,78.54,0.42,6.84,24.7,9.74,0.03,0.004,0.04
2018-10-15,sorgo selvagem,1.0,3,20.075,8.03,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,189,0,5.2,9.31,0.17,4.67,0.75,206.3,30.23,4.28,5.95,15.26,38.98,2.78,0.16,14.83,0.41,10.17,31.03,6.23,0.02,0.004,0.03
2018-10-15,sorgo selvagem,1.0,3,20.075,8.03,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,189,2,5.3,9.11,0.29,3.85,0.49,138.3,14.24,4.28,4.69,13.8,34.0,5.82,0.16,19.9,0.36,7.78,28.15,7.86,0.03,0.004,0.03
2018-10-15,sorgo selvagem,1.0,3,20.075,8.03,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,189,4,5.4,8.76,0.34,3.55,0.35,89.37,4.37,4.28,4.13,12.89,32.03,7.61,0.16,35.91,0.38,8.21,25.69,10.14,0.04,0.004,0.04
2018-10-15,sorgo selvagem,1.0,3,20.075,8.03,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,189,6,5.3,8.41,0.31,3.02,0.31,86.85,4.71,4.28,3.55,11.96,29.7,8.03,0.16,78.54,0.42,6.84,24.7,9.74,0.03,0.004,0.04
2018-10-15,trapoeraba,1.0,5,7.65,3.06,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,190,0,5.2,9.31,0.17,4.67,0.75,206.3,30.23,4.28,5.95,15.26,38.98,2.78,0.16,14.83,0.41,10.17,31.03,6.23,0.02,0.004,0.03
2018-10-15,trapoeraba,1.0,5,7.65,3.06,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,190,2,5.3,9.11,0.29,3.85,0.49,138.3,14.24,4.28,4.69,13.8,34.0,5.82,0.16,19.9,0.36,7.78,28.15,7.86,0.03,0.004,0.03
2018-10-15,trapoeraba,1.0,5,7.65,3.06,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,190,4,5.4,8.76,0.34,3.55,0.35,89.37,4.37,4.28,4.13,12.89,32.03,7.61,0.16,35.91,0.38,8.21,25.69,10.14,0.04,0.004,0.04
2018-10-15,trapoeraba,1.0,5,7.65,3.06,0.0,7.0,4.0,10.0,1.0,10.0,2018,929.4875,23.9,24.87083333,23.11666667,78.58333333,1.591666667,147.5416667,21.4,190,6,5.3,8.41,0.31,3.02,0.31,86.85,4.71,4.28,3.55,11.96,29.7,8.03,0.16,78.54,0.42,6.84,24.7,9.74,0.03,0.004,0.04
2019-05-24,beldroega,2.0,2,4.675,1.87,1.0,8.0,1.0,10.0,1.0,10.0,2019,931.9333333,19.97083333,20.87083333,18.9625,75.5,1.333333333,191.5,0.0,191,0,4.9,9.9,0.5,2.58,0.48,62.0,21.5,48.4,3.22,13.12,24.5,13.4,0.19,2.1,1.4,125.0,19.0,5.38,0.04,0.01,0.05
2019-05-24,beldroega,2.0,2,4.675,1.87,1.0,8.0,1.0,10.0,1.0,10.0,2019,931.9333333,19.97083333,20.87083333,18.9625,75.5,1.333333333,191.5,0.0,191,2,5.2,8.91,0.3,3.51,0.35,46.0,15.5,36.3,3.98,12.89,30.9,7.0,0.05,1.3,1.4,96.7,24.0,10.03,0.08,0.01,0.08
2019-05-24,beldroega,2.0,2,4.675,1.87,1.0,8.0,1.0,10.0,1.0,10.0,2019,931.9333333,19.97083333,20.87083333,18.9625,75.5,1.333333333,191.5,0.0,191,4,5.5,7.59,0.2,3.69,0.3,23.0,5.0,32.2,4.05,11.64,34.8,4.7,0.12,0.4,1.3,56.2,12.4,12.3,0.16,0.01,0.17
2019-05-24,beldroega,2.0,2,4.675,1.87,1.0,8.0,1.0,10.0,1.0,10.0,2019,931.9333333,19.97083333,20.87083333,18.9625,75.5,1.333333333,191.5,0.0,191,6,5.5,7.92,0.4,2.56,0.17,12.0,3.1,24.2,2.76,10.68,25.8,12.7,0.12,0.3,1.4,39.4,14.1,15.06,0.21,0.01,0.23
2019-05-24,carrapicho de carneiro,1.0,1,4.475,1.79,1.0,8.0,1.0,10.0,1.0,10.0,2019,931.9333333,19.97083333,20.87083333,18.9625,75.5,1.333333333,191.5,0.0,192,0,4.9,9.9,0.5,2.58,0.48,62.0,21.5,48.4,3.22,13.12,24.5,13.4,0.19,2.1,1.4,125.0,19.0,5.38,0.04,0.01,0.05
2019-05-24,carrapicho de carneiro,1.0,1,4.475,1.79,1.0,8.0,1.0,10.0,1.0,10.0,2019,931.9333333,19.97083333,20.87083333,18.9625,75.5,1.333333333,191.5,0.0,192,2,5.2,8.91,0.3,3.51,0.35,46.0,15.5,36.3,3.98,12.89,30.9,7.0,0.05,1.3,1.4,96.7,24.0,10.03,0.08,0.01,0.08
2019-05-24,carrapicho de carneiro,1.0,1,4.475,1.79,1.0,8.0,1.0,10.0,1.0,10.0,2019,931.9333333,19.97083333,20.87083333,18.9625,75.5,1.333333333,191.5,0.0,192,4,5.5,7.59,0.2,3.69,0.3,23.0,5.0,32.2,4.05,11.64,34.8,4.7,0.12,0.4,1.3,56.2,12.4,12.3,0.16,0.01,0.17
2019-05-24,carrapicho de carneiro,1.0,1,4.475,1.79,1.0,8.0,1.0,10.0,1.0,10.0,2019,931.9333333,19.97083333,20.87083333,18.9625,75.5,1.333333333,191.5,0.0,192,6,5.5,7.92,0.4,2.56,0.17,12.0,3.1,24.2,2.76,10.68,25.8,12.7,0.12,0.3,1.4,39.4,14.1,15.06,0.21,0.01,0.23
2019-05-24,caruru,2.0,4,14.175,5.67,1.0,8.0,1.0,10.0,1.0,10.0,2019,931.9333333,19.97083333,20.87083333,18.9625,75.5,1.333333333,191.5,0.0,193,0,4.9,9.9,0.5,2.58,0.48,62.0,21.5,48.4,3.22,13.12,24.5,13.4,0.19,2.1,1.4,125.0,19.0,5.38,0.04,0.01,0.05
2019-05-24,caruru,2.0,4,14.175,5.67,1.0,8.0,1.0,10.0,1.0,10.0,2019,931.9333333,19.97083333,20.87083333,18.9625,75.5,1.333333333,191.5,0.0,193,2,5.2,8.91,0.3,3.51,0.35,46.0,15.5,36.3,3.98,12.89,30.9,7.0,0.05,1.3,1.4,96.7,24.0,10.03,0.08,0.01,0.08
2019-05-24,caruru,2.0,4,14.175,5.67,1.0,8.0,1.0,10.0,1.0,10.0,2019,931.9333333,19.97083333,20.87083333,18.9625,75.5,1.333333333,191.5,0.0,193,4,5.5,7.59,0.2,3.69,0.3,23.0,5.0,32.2,4.05,11.64,34.8,4.7,0.12,0.4,1.3,56.2,12.4,12.3,0.16,0.01,0.17
2019-05-24,caruru,2.0,4,14.175,5.67,1.0,8.0,1.0,10.0,1.0,10.0,2019,931.9333333,19.97083333,20.87083333,18.9625,75.5,1.333333333,191.5,0.0,193,6,5.5,7.92,0.4,2.56,0.17,12.0,3.1,24.2,2.76,10.68,25.8,12.7,0.12,0.3,1.4,39.4,14.1,15.06,0.21,0.01,0.23
2019-05-24,corda de viola,2.0,6,40.975,16.39,1.0,8.0,1.0,10.0,1.0,10.0,2019,931.9333333,19.97083333,20.87083333,18.9625,75.5,1.333333333,191.5,0.0,194,0,4.9,9.9,0.5,2.58,0.48,62.0,21.5,48.4,3.22,13.12,24.5,13.4,0.19,2.1,1.4,125.0,19.0,5.38,0.04,0.01,0.05
2019-05-24,corda de viola,2.0,6,40.975,16.39,1.0,8.0,1.0,10.0,1.0,10.0,2019,931.9333333,19.97083333,20.87083333,18.9625,75.5,1.333333333,191.5,0.0,194,2,5.2,8.91,0.3,3.51,0.35,46.0,15.5,36.3,3.98,12.89,30.9,7.0,0.05,1.3,1.4,96.7,24.0,10.03,0.08,0.01,0.08
2019-05-24,corda de viola,2.0,6,40.975,16.39,1.0,8.0,1.0,10.0,1.0,10.0,2019,931.9333333,19.97083333,20.87083333,18.9625,75.5,1.333333333,191.5,0.0,194,4,5.5,7.59,0.2,3.69,0.3,23.0,5.0,32.2,4.05,11.64,34.8,4.7,0.12,0.4,1.3,56.2,12.4,12.3,0.16,0.01,0.17
2019-05-24,corda de viola,2.0,6,40.975,16.39,1.0,8.0,1.0,10.0,1.0,10.0,2019,931.9333333,19.97083333,20.87083333,18.9625,75.5,1.333333333,191.5,0.0,194,6,5.5,7.92,0.4,2.56,0.17,12.0,3.1,24.2,2.76,10.68,25.8,12.7,0.12,0.3,1.4,39.4,14.1,15.06,0.21,0.01,0.23
2019-05-24,guanxuma,2.0,14,2.725,1.09,1.0,8.0,1.0,10.0,1.0,10.0,2019,931.9333333,19.97083333,20.87083333,18.9625,75.5,1.333333333,191.5,0.0,195,0,4.9,9.9,0.5,2.58,0.48,62.0,21.5,48.4,3.22,13.12,24.5,13.4,0.19,2.1,1.4,125.0,19.0,5.38,0.04,0.01,0.05
2019-05-24,guanxuma,2.0,14,2.725,1.09,1.0,8.0,1.0,10.0,1.0,10.0,2019,931.9333333,19.97083333,20.87083333,18.9625,75.5,1.333333333,191.5,0.0,195,2,5.2,8.91,0.3,3.51,0.35,46.0,15.5,36.3,3.98,12.89,30.9,7.0,0.05,1.3,1.4,96.7,24.0,10.03,0.08,0.01,0.08
2019-05-24,guanxuma,2.0,14,2.725,1.09,1.0,8.0,1.0,10.0,1.0,10.0,2019,931.9333333,19.97083333,20.87083333,18.9625,75.5,1.333333333,191.5,0.0,195,4,5.5,7.59,0.2,3.69,0.3,23.0,5.0,32.2,4.05,11.64,34.8,4.7,0.12,0.4,1.3,56.2,12.4,12.3,0.16,0.01,0.17
2019-05-24,guanxuma,2.0,14,2.725,1.09,1.0,8.0,1.0,10.0,1.0,10.0,2019,931.9333333,19.97083333,20.87083333,18.9625,75.5,1.333333333,191.5,0.0,195,6,5.5,7.92,0.4,2.56,0.17,12.0,3.1,24.2,2.76,10.68,25.8,12.7,0.12,0.3,1.4,39.4,14.1,15.06,0.21,0.01,0.23
2019-05-24,mentrasto,2.0,6,4.15,1.66,1.0,8.0,1.0,10.0,1.0,10.0,2019,931.9333333,19.97083333,20.87083333,18.9625,75.5,1.333333333,191.5,0.0,196,0,4.9,9.9,0.5,2.58,0.48,62.0,21.5,48.4,3.22,13.12,24.5,13.4,0.19,2.1,1.4,125.0,19.0,5.38,0.04,0.01,0.05
2019-05-24,mentrasto,2.0,6,4.15,1.66,1.0,8.0,1.0,10.0,1.0,10.0,2019,931.9333333,19.97083333,20.87083333,18.9625,75.5,1.333333333,191.5,0.0,196,2,5.2,8.91,0.3,3.51,0.35,46.0,15.5,36.3,3.98,12.89,30.9,7.0,0.05,1.3,1.4,96.7,24.0,10.03,0.08,0.01,0.08
